"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Bellin College","3201 Eaton Road, Green Bay, Wisconsin 54311","https://www.bellincollege.edu/","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Midsize","No","748","563","74%","NA","Fall 2017","$27,998","-","238324","00663900"
"Bellingham Technical College","3028 Lindbergh Ave, Bellingham, Washington 98225-1599","https://www.btc.edu/","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","No","1632","1632","45%","12%","Fall 2017","$7,517","-","234696","00499900"
"Belmont Abbey College","100 Belmont-Mt Holly Road, Belmont, North Carolina 28012-1802","www.belmontabbeycollege.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Suburb: Midsize","Yes","1501","1475","46%","NA","Fall 2017","$23,463","-","197984","00291000"
"Belmont College","68094 Hammond Road, St Clairsville, Ohio 43950","www.belmontcollege.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","723","723","39%","7%","Fall 2020","$6,260","-","201283","00994100"
"Belmont University","1900 Belmont Blvd, Nashville, Tennessee 37212-3757","https://www.belmont.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","8910","7384","72%","NA","Fall 2017","$37,558","-","219709","00347900"
"Beloit College","700 College St, Beloit, Wisconsin 53511-5595","www.beloit.edu/","4-year, Private not-for-profit","Bachelor's degree","City: Small","Yes","964","964","67%","NA","Fall 2017","$24,941","-","238333","00383500"
"Bel-Rea Institute of Animal Technology","1681 S Dayton St, Denver, Colorado 80247","www.belrea.edu/","2-year, Private for-profit","Associate's degree","Suburb: Large","No","205","205","61%","14%","Fall 2020","$24,025","-","126359","01267000"
"Bemidji State University","1500 Birchmont Dr NE, Bemidji, Minnesota 56601","https://www.bemidjistate.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Remote","Yes","4023","3677","53%","28%","Fall 2017","$16,349","-","173124","00233600"
"Benedict College","1600 Harden Street, Columbia, South Carolina 29204-1086","www.benedict.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Midsize","Yes","1840","1796","21%","34%","Fall 2017","$18,146","-","217721","00342000"
"Benedictine College","1020 N 2nd St, Atchison, Kansas 66002-1499","www.benedictine.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Town: Distant","Yes","2362","2289","65%","24%","Fall 2017","$28,451","-","154712","01025600"
"Benedictine University","5700 College Rd, Lisle, Illinois 60532-0900","https://ben.edu/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","3123","2042","51%","1%","Fall 2017","$24,570","-","145619","00176700"
"Benjamin Franklin Cummings Institute of Technology","41 Berkeley St, Boston, Massachusetts 02116","www.bfit.edu/","4-year, primarily associate's, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree","City: Large","No","513","513","47%","14%","Fall 2017","$20,419","-","165884","00215100"
"Bennett College","900 E Washington St, Greensboro, North Carolina 27401-3239","https://www.bennett.edu/","4-year, Private not-for-profit","Bachelor's degree","City: Large","Yes","168","168","21%","58%","Fall 2017","$20,928","-","197993","00291100"
"Bennington College","One College Drive, Bennington, Vermont 05201-6003","https://www.bennington.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Town: Distant","Yes","880","777","67%","26%","Fall 2017","$35,108","-","230816","00368200"
"Bentley University","175 Forest St, Waltham, Massachusetts 02452-4705","www.bentley.edu/","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","5165","4131","88%","8%","Fall 2017","$43,858","-","164739","00212400"
"Berea College","101 Chestnut Street, Berea, Kentucky 40404-2182","https://www.berea.edu/","4-year, Private not-for-profit","Bachelor's degree","Town: Distant","Yes","1433","1433","62%","18%","Fall 2017","$4,379","-","156295","00195500"
"Bergen Community College","400 Paramus Rd, Paramus, New Jersey 07652-1595","https://www.bergen.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","11192","11192","24%","17%","Fall 2020","$8,955","-","183743","00473600"
"Bergin University of Canine Studies","10201 Old Redwood Hwy, Penngrove, California 94951","www.berginu.edu/","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Small","No","24","17","NA","NA","Fall 2017","NA","-","461643",""
"Berkeley City College","2050 Center Sreet, Berkeley, California 94704","www.berkeleycitycollege.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Midsize","No","6122","6122","41%","18%","Fall 2020","$13,658","-","125170","02242700"
"Berkeley College-New York","3 East 43 Street, New York, New York 10017","https://berkeleycollege.edu/","4-year, Private for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Large","No","1882","1818","40%","22%","Fall 2017","$27,509","-","189228","00739400"
"Berkeley College-Woodland Park","44 Rifle Camp Rd, Woodland Park, New Jersey 07424","https://berkeleycollege.edu/","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","No","2078","1944","45%","18%","Fall 2017","$20,068","-","183789","00750200"
"Berkeley School of Theology","2606 Dwight Way, Berkeley, California 94704-3029","www.bst.edu/","4-year, Private not-for-profit","Two but less than 4 years certificate|Master's degree|Post-master's certificate|Doctor's degree","City: Midsize","Yes","88","19","NA","NA","Fall 2017","NA","-","108861","00112000"
"Berklee College of Music","1140 Boylston St, Boston, Massachusetts 02215","www.berklee.edu/","4-year, Private not-for-profit","One but less than two years certificate|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Large","Yes","8282","7499","66%","12%","Fall 2017","$48,608","-","164748","00212600"
"Berkshire Community College","1350 West Street, Pittsfield, Massachusetts 01201-5786","www.berkshirecc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","1367","1367","23%","24%","Fall 2020","$8,264","-","164775","00216700"
"Berry College","2277 Martha Berry Hwy NW, Mount Berry, Georgia 30149","https://www.berry.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Suburb: Small","Yes","2360","2243","74%","NA","Fall 2017","$25,383","-","139144","00155400"
"Best Care College","68 South Harrison, East Orange, New Jersey 07018-1703","bestcarecollege.edu/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","25","25","58%","NA","Fall 2020","NA","Nursing Assistant/Aide and Patient Care Assistant/Aide","461865","04181400"
"Bet Medrash Gadol Ateret Torah","1750 East Fourth Street, Brooklyn, New York 11223-1933","betmedrashgadolaterettorah.com/","4-year, Private not-for-profit","Bachelor's degree","City: Large","No","91","91","52%","39%","Fall 2017","$4,734","-","485999","04227200"
"Beth Hamedrash Shaarei Yosher Institute","4102 16th Ave, Brooklyn, New York 11204","bhsy.edu/","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","City: Large","No","74","74","35%","65%","Fall 2017","$5,415","-","189273","01119200"
"Beth Medrash Govoha","617 6th St, Lakewood, New Jersey 08701-2754","yeshivanotices.org/","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate","City: Small","Yes","8097","3334","NA","NA","Fall 2017","NA","-","183804","00794700"
"Beth Medrash Meor Yitzchok","85 Dykstras Way East, Monsey, New York 10952-4023","https://bethmedrashmeoryitzchok.com/","4-year, primarily associate's, Private not-for-profit","Associate's degree|Bachelor's degree","Suburb: Large","Yes","189","189","49%","51%","Fall 2017","$12,538","-","486196","04210400"
"Beth Medrash of Asbury Park","1500 Vermont Avenue, Lakewood, New Jersey 08701-5842","https://baismedrashzichronmeir.com/","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","Yes","98","98","0%","96%","Fall 2017","$10,707","-","488314","04251500"
"Bethany College","335 E Swensson St, Lindsborg, Kansas 67456-1897","https://www.bethanylb.edu/","4-year, Private not-for-profit","Bachelor's degree","Rural: Remote","Yes","744","744","29%","NA","Fall 2017","$29,571","-","154721","00190400"
"Bethany College","31 E Campus Dr, Bethany, West Virginia 26032","www.bethanywv.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Rural: Fringe","Yes","623","599","46%","NA","Fall 2017","$16,844","-","237181","00380800"
"Bethany Global University","6820 Auto Club Road, Bloomington, Minnesota 55438-2849","https://bethanygu.edu/","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Small","Yes","261","222","61%","3%","Fall 2017","$19,840","-","486284","04227800"
"Bethany Lutheran College","700 Luther Dr, Mankato, Minnesota 56001","https://www.blc.edu/","4-year, Private not-for-profit","One but less than two years certificate|Bachelor's degree|Master's degree","City: Small","Yes","830","792","60%","20%","Fall 2017","$19,456","-","173142","00233700"
"Bethany Theological Seminary","615 National Rd W, Richmond, Indiana 47374-4019","www.bethanyseminary.edu/","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree","Town: Distant","Yes","79","","NA","NA","Fall 2017","NA","-","143233","00163700"
"Bethel College-North Newton","300 E 27th St, North Newton, Kansas 67117-1716","www.bethelks.edu/","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree","Town: Distant","Yes","497","497","43%","NA","Fall 2017","$24,879","-","154749","00190500"
"Bethel University","325 Cherry Ave, McKenzie, Tennessee 38201","www.bethelu.edu/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","Town: Distant","Yes","4686","4038","35%","NA","Fall 2017","$20,606","-","219718","00348000"
"Bethel University","3900 Bethel Dr, Saint Paul, Minnesota 55112","https://www.bethel.edu/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","3546","2592","75%","NA","Fall 2017","$30,375","-","173160","00905800"
"Bethel University","1001 Bethel Circle, Mishawaka, Indiana 46545-5591","https://betheluniversity.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate","City: Small","Yes","1292","1181","57%","26%","Fall 2017","$20,058","-","150145","00178700"
"Bethesda University","730 N. Euclid St, Anaheim, California 92801","www.buc.edu/","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Master's degree|Doctor's degree - professional practice","City: Large","No","264","181","18%","2%","Fall 2017","$13,965","-","110060","03266300"
"Bethlehem College & Seminary","720 13th Avenue South, Minneapolis, Minnesota 55415-1793","bcsmn.edu/","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Large","Yes","242","115","50%","50%","Fall 2017","NA","-","486053",""
"Bethune-Cookman University","640 Dr Mary McLeod Bethune Blvd, Daytona Beach, Florida 32114-3099","https://www.cookman.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Small","Yes","2727","2628","28%","13%","Fall 2017","$14,705","-","132602","00146700"
"Beulah Heights University","892 Berne St SE, Atlanta, Georgia 30316","www.beulah.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Large","No","371","143","17%","NA","Fall 2017","$7,311","-","139153","03076300"
"Beverly Hills Design Institute","8484 Wilshire Blvd Suite #540, Beverly Hills, California 90211","https://www.bhdi.edu/","4-year, primarily associate's, Private for-profit","Associate's degree|Bachelor's degree","Suburb: Large","No","20","20","0%","100%","Fall 2017","NA","-","475635",""
"Bevill State Community College","1411 Indiana Avenue, Jasper, Alabama 35501","www.bscc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","Yes","3703","3703","44%","28%","Fall 2020","$6,524","-","102429","00573300"
"Bexley Hall Seabury Western Theological Seminary Federation, Inc.","1407 East 60th Street, Chicago, Illinois 60637","www.bexleyseabury.edu/","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree","City: Large","No","62","","NA","NA","Fall 2017","NA","-","443702","03747300"
"Big Bend Community College","7662 Chanute St NE, Moses Lake, Washington 98837-3299","https://www.bigbend.edu/","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Town: Remote","Yes","1736","1736","37%","18%","Fall 2017","$12,650","-","234711","00377000"
"Big Sandy Community and Technical College","1 Bert Combs Dr, Prestonsburg, Kentucky 41653","https://bigsandy.kctcs.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Town: Remote","No","2576","2576","38%","11%","Fall 2020","$5,584","-","157553","00199600"
"Binghamton University","4400 Vestal Parkway East, Vestal, New York 13850-6000","www.binghamton.edu/","4-year, Public","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Midsize","Yes","18312","14402","84%","16%","Fall 2017","$18,860","-","196079","00283600"
"Biola University","13800 Biola Ave, La Mirada, California 90639-0001","https://www.biola.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - other","Suburb: Large","Yes","5387","3499","69%","NA","Fall 2017","$30,510","-","110097","00112200"
"Birmingham-Southern College","900 Arkadelphia Road, Birmingham, Alabama 35254","www.bsc.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Midsize","Yes","975","975","64%","26%","Fall 2017","$24,170","-","100937","00101200"
"Bishop State Community College","351 North Broad Street, Mobile, Alabama 36603-5898","www.bishop.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","2968","2968","23%","27%","Fall 2020","$4,851","-","102030","00103000"
"Bismarck State College","1500 Edwards Ave., Bismarck, North Dakota 58506-5587","https://bismarckstate.edu/","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate|Bachelor's degree","City: Small","Yes","3771","3771","48%","15%","Fall 2017","$10,792","-","200022","00298800"
"Black Hawk College","6600-34th Avenue, Moline, Illinois 61265-5899","www.bhc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","3773","3773","43%","18%","Fall 2020","$4,481","-","143279","00163800"
"Black Hills State University","1200 University St, Spearfish, South Dakota 57799-9500","www.bhsu.edu/","4-year, Public","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Distant","Yes","3425","3261","39%","NA","Fall 2017","$16,474","-","219046","00345900"
"Black River Technical College","1410 Hwy 304 East, Pocahontas, Arkansas 72455","www.blackrivertech.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","No","1566","1566","34%","11%","Fall 2020","$6,407","-","106625","02052200"
"Blackburn College","700 College Ave, Carlinville, Illinois 62626","www.blackburn.edu/","4-year, Private not-for-profit","Two but less than 4 years certificate|Bachelor's degree","Town: Distant","Yes","382","382","52%","NA","Fall 2017","$21,349","-","143288","00163900"
"Blackfeet Community College","504 S.E. East Boundary, Browning, Montana 59417-0819","bfcc.edu/","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Rural: Remote","No","346","346","8%","NA","Fall 2017","$4,622","-","180054","02510600"
"Blackhawk Technical College","6004 South County Road G, Janesville, Wisconsin 53547-5009","www.blackhawk.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Suburb: Small","No","2391","2391","30%","8%","Fall 2020","$9,582","-","238397","00539000"
"Bladen Community College","7418 NC Hwy 41 West, Dublin, North Carolina 28332","https://www.bladencc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Distant","No","978","978","31%","19%","Fall 2020","$8,382","-","198011","00798700"
"Blessing Rieman College of Nursing and Health Sciences","3609 North Marx Drive, Quincy, Illinois 62305-7005","www.brcn.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate","Town: Remote","No","167","153","NA","NA","Fall 2017","NA","-","143297","00621400"
"Blinn College District","902 College Ave, Brenham, Texas 77833-4098","www.blinn.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","Yes","17909","17909","11%","38%","Fall 2020","$12,910","-","223427","00354900"
"Bloomfield College","467 Franklin St, Bloomfield, New Jersey 07003","www.bloomfield.edu/","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","Yes","1153","1152","31%","38%","Fall 2017","$18,522","-","183822","00259700"
"Blue Cliff College-Alexandria","1505 Metro Dr Ste 1, Alexandria, Louisiana 71301","bluecliffcollege.edu/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Small","No","533","533","33%","NA","Fall 2020","$22,164","Medical/Clinical Assistant","450128","03294304"
"Blue Cliff College-Metairie","3200 Cleary Ave, Metairie, Louisiana 70002-5714","www.bluecliffcollege.edu/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Midsize","No","588","588","46%","NA","Fall 2020","$22,474","Medical/Clinical Assistant","434821","03294300"
"Blue Mountain Christian University","201 W Main St, Blue Mountain, Mississippi 38610","www.bmc.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Rural: Distant","Yes","922","892","51%","36%","Fall 2017","$16,525","-","175430","00239800"
"Blue Mountain Community College","2411 NW Carden Ave, Pendleton, Oregon 97801","https://www.bluecc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Distant","No","1227","1227","23%","26%","Fall 2020","$12,583","-","208275","00318600"
"Blue Ridge Community and Technical College","13650 Apple Harvest Drive, Martinsburg, West Virginia 25403","https://www.blueridgectc.edu/","2-year, Public","One but less than two years certificate|Associate's degree","Rural: Fringe","No","4247","4247","41%","12%","Fall 2020","$4,070","-","446774","03957300"
"Blue Ridge Community College","180 West Campus Drive, Flat Rock, North Carolina 28731-4728","www.blueridge.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","2794","2794","38%","17%","Fall 2020","$9,340","-","198039","00968400"
"Blue Ridge Community College","One College Lane, Weyers Cave, Virginia 24486-0080","https://www.brcc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","3562","3562","34%","13%","Fall 2020","$8,936","-","231536","00681900"
"Bluefield State University","219 Rock Street, Bluefield, West Virginia 24701-2198","https://bluefieldstate.edu/","4-year, Public","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","Town: Distant","Yes","1306","1286","35%","16%","Fall 2017","$14,500","-","237215","00380900"
"Bluefield University","3000 College Avenue, Bluefield, Virginia 24605","www.bluefield.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Town: Distant","Yes","991","705","27%","23%","Fall 2017","$22,191","-","231554","00370300"
"Bluegrass Community and Technical College","470 Cooper Drive, Lexington, Kentucky 40506","https://bluegrass.kctcs.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Large","No","10318","10318","38%","13%","Fall 2020","$7,545","-","156392","00524400"
"Bluffton University","1 University Drive, Bluffton, Ohio 45817-2104","www.bluffton.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Rural: Distant","Yes","745","664","50%","49%","Fall 2017","$21,299","-","201371","00301600"
"Bnos Zion Of Bobov Seminary","5000 14th Avenue, Brooklyn, New York 11219-3621","https://www.bnoszionbobov.com/","2-year, Private not-for-profit","Less than one year certificate|Associate's degree","City: Large","No","159","159","83%","1%","Fall 2020","$7,823","-","491446","02582000"
"Bob Jones University","1700 Wade Hampton Boulavard, Greenville, South Carolina 29614-0001","www.bju.edu/","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","3095","2665","70%","8%","Fall 2017","$19,773","-","217749","00342100"
"Boise Bible College","8695 W Marigold St, Boise, Idaho 83714-1220","https://www.boisebible.edu/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree","Suburb: Large","Yes","96","96","48%","7%","Fall 2017","$14,639","-","142090","02234500"
"Boise State University","1910 University Dr, Boise, Idaho 83725","https://www.boisestate.edu/","4-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","26115","22922","62%","17%","Fall 2017","$19,037","-","142115","00161600"
"Bolivar Technical College","1135 North Oakland Avenue, Bolivar, Missouri 65613-8095","www.bolivarcollege.edu/","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Town: Distant","No","130","130","0%","NA","Fall 2017","NA","-","490203","04255700"
"Bon Secours Memorial College of Nursing","8550 Magellan Parkway Suite 1100, Richmond, Virginia 23227-1149","https://www.bsmcon.edu/","4-year, Private not-for-profit","Bachelor's degree","Suburb: Large","No","481","481","NA","NA","Fall 2017","NA","-","233356","01004300"
"Bon Secours St Mary's Hospital School of Medical Imaging","8550 Magellan Pkwy Ste 700, Richmond, Virginia 23227","https://smhsomi.edu/","2-year, Private not-for-profit","Associate's degree","Suburb: Large","No","27","27","NA","NA","Fall 2020","NA","-","233480","02358500"
"Boricua College","3755 Broadway, New York, New York 10032-1560","https://www.boricuacollege.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","City: Large","No","461","391","71%","6%","Fall 2017","$14,102","-","189413","01302900"
"Bossier Parish Community College","6220 East Texas, Bossier City, Louisiana 71111-6922","https://www.bpcc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","City: Small","No","6312","6312","13%","22%","Fall 2020","$9,647","-","158431","02055400"
"Boston Architectural College","320 Newbury Street, Boston, Massachusetts 02115-2703","www.the-bac.edu/","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Master's degree","City: Large","No","747","297","38%","15%","Fall 2017","$37,565","-","164872","00396600"
"Boston Baptist College","950 Metropolitan Ave, Boston, Massachusetts 02136-4030","www.boston.edu/","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","Yes","43","43","44%","11%","Fall 2017","$19,506","-","164614","03248300"
"Boston College","140 Commonwealth Avenue, Chestnut Hill, Massachusetts 02467","www.bc.edu/","4-year, Private not-for-profit","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Small","Yes","15287","9982","91%","7%","Fall 2017","$32,590","-","164924","00212800"
"Boston Graduate School of Psychoanalysis Inc","1581 Beacon Street, Brookline, Massachusetts 02446","https://www.bgsp.edu/","4-year, Private not-for-profit","Master's degree|Post-master's certificate|Doctor's degree - professional practice|Doctor's degree - other","Suburb: Large","No","155","","NA","NA","Fall 2017","NA","-","164915","03194300"
"Boston University","One Silber Way, Boston, Massachusetts 02215","www.bu.edu/","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Two but less than 4 years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","36714","18459","90%","NA","Fall 2017","$27,551","-","164988","00213000"
"Bowdoin College","255 Maine Street, Brunswick, Maine 04011","https://www.bowdoin.edu/","4-year, Private not-for-profit","Bachelor's degree","Town: Fringe","Yes","1915","1915","96%","3%","Fall 2017","$23,110","-","161004","00203800"
"Bowie State University","14000 Jericho Park Rd, Bowie, Maryland 20715-9465","www.bowiestate.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Suburb: Large","Yes","6275","5378","38%","28%","Fall 2017","$16,117","-","162007","00206200"
"Bowling Green State University-Firelands","One University Drive, Huron, Ohio 44839-9791","https://www.firelands.bgsu.edu/","4-year, primarily associate's, Public","One but less than two years certificate|Associate's degree|Bachelor's degree","Rural: Fringe","No","1845","1845","10%","43%","Fall 2017","$16,169","-","201432","00301801"
"Bowling Green State University-Main Campus","220 McFall Ctr, Bowling Green, Ohio 43403","www.bgsu.edu/","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Town: Fringe","Yes","16920","13853","63%","22%","Fall 2017","$20,987","-","201441","00301800"
"Bradley University","1501 W BRADLEY AVE, Peoria, Illinois 61625-0001","www.bradley.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Midsize","Yes","5552","4143","72%","NA","Fall 2017","$24,703","-","143358","00164100"
"Brandeis University","415 South St, Waltham, Massachusetts 02454-9110","https://www.brandeis.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Small","Yes","5581","3687","86%","7%","Fall 2017","$44,668","-","165015","00213300"
"Brazosport College","500 College Dr, Lake Jackson, Texas 77566","www.brazosport.edu/","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Small","No","4044","4044","39%","15%","Fall 2017","$5,659","-","223506","00728700"
"Brenau University","500 Washington Street SE, Gainesville, Georgia 30501-3668","www.brenau.edu/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - professional practice|Doctor's degree - other","City: Small","Yes","2704","1368","35%","40%","Fall 2017","$20,860","-","139199","00155600"
"Brescia University","717 Frederica St, Owensboro, Kentucky 42301-3023","www.brescia.edu/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Small","Yes","646","551","46%","NA","Fall 2017","$15,087","-","156356","00195800"
"Brevard College","One Brevard College Drive, Brevard, North Carolina 28712","https://www.brevard.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Town: Distant","Yes","759","735","39%","37%","Fall 2017","$26,938","-","198066","00291200"
"Brewton-Parker College","201 David-Eliza Fountain Circle, Mount Vernon, Georgia 30445","https://www.bpc.edu/","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Rural: Distant","Yes","911","911","23%","45%","Fall 2017","$22,488","-","139205","00155700"
"Briar Cliff University","3303 Rebecca Street, Sioux City, Iowa 51104","www.briarcliff.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Small","Yes","927","709","49%","NA","Fall 2017","$23,292","-","152992","00184600"
